,state,city_or_county,address,latitude,longitude
48363,Illinois,Rockford,Elm Street and Stewart Avenue,42.2754,-89.1195
48370,Illinois,Chicago,700 block of East 67th Street,41.7733,-87.6081
48374,Illinois,Decatur,Walnut and Woodford,39.8584,-88.9363
48408,Illinois,Chicago,3100 block of West Devon Avenue,41.9977,-87.7072
48438,Illinois,Joliet,400 block of Strong Avenue,41.5141,-88.0714
48440,Illinois,Riverdale,13800 block of South Stewart Avenue,41.6445,-87.6318
48449,Illinois,Peoria,1000 block of Northeast Perry Avenue,40.7024,-89.5826
48468,Illinois,Chicago,10000 W O'Hare Ave,41.9715,-87.8954
48513,Illinois,Chicago,10600 block of South State Street,41.7016,-87.6237
48532,Illinois,Chicago,3900 block of West Arthington Street,41.8701,-87.7231
48546,Illinois,Chicago,400 block of East 71st Street,41.7657,-87.6152
48564,Illinois,Granite City,,38.723,-90.1134
48566,Illinois,Chicago,600 block of North Mayfield Avenue,41.891,-87.7722
48601,Illinois,Chicago,322 E Illinois St,41.8912,-87.619
48608,Illinois,Joliet,Sherman and Osgood,41.5199,-88.0765
48635,Illinois,Chicago,,41.881,-87.6247
48669,Illinois,Quincy,400 block of South Seventh,39.9278,-91.4049
48686,Illinois,Rockford,1200 block of S. Court Street,42.2611,-89.1034
48687,Illinois,Chicago,1950 W. Division St.,41.9033,-87.676
48691,Illinois,Chicago,5900 block of South Hermitage Avenue,41.7867,-87.668
48721,Illinois,Villa Park,,41.8812,-87.9783
48726,Illinois,Chicago,10600 block of South Avenue M,41.6591,-87.5387
48727,Illinois,Mount Vernon,300 block of Casey Ave,38.3146,-88.8939
48728,Illinois,Chicago,7400 block of South Kimbark,41.7604,-87.5936
48731,Illinois,Chicago,300 block of South Kildare Avenue,41.877,-87.7329
48732,Illinois,Chicago,400 block of East 71st Street,41.7657,-87.6152
48737,Illinois,Chicago,7400 block of South Euclid Avenue,41.7604,-87.5776
48749,Illinois,Peoria,2200 block of Sheridan Road,40.7142,-89.6028
48812,Illinois,Chicago,1300 block of West Albion Avenue,42.0025,-87.6636
48818,Illinois,Oak Park,400 block of Austin Boulevard,41.8931,-87.7753
48834,Illinois,Chicago,700 block of North Kedzie Avenue,41.8938,-87.7066
48835,Illinois,Joliet,500 block of North Chicago Street,,
48836,Illinois,Chicago,6600 block of South State Street,41.7748,-87.6253
48847,Illinois,Chicago,7200 block of South Lowe Avenue,41.7633,-87.6404
48860,Illinois,Chicago,96 and Sangamon Streets,41.7193,-87.6468
48866,Illinois,Chicago,1500 block of East 66th Place,41.7742,-87.5888
48919,Illinois,Chicago,2300 block of West Adams,41.8789,-87.6841
49000,Illinois,Chicago,6900 block of South Prairie Avenue,41.7693,-87.6186
49001,Illinois,Chicago,82nd Street and Kedzie,41.7443,-87.7022
49014,Illinois,Aurora,200 block of West Park Avenue,41.7642,-88.3151
49026,Illinois,Rockford,3907 Broadway,42.2526,-89.033
49063,Illinois,Chicago,912 Wayne Avenue,41.9945,-87.6641
49065,Illinois,Chicago,5900 block of South Elizabeth Street,41.7869,-87.6559
49070,Illinois,Chicago,100 block of North Leclaire Avenue,41.8821,-87.7531
49071,Illinois,Chicago,7500 block of South Union Avenue,41.7578,-87.6421
49073,Illinois,Chicago,47th Street and Ada Street,41.8087,-87.6589
49077,Illinois,Belleville,3900 block of Washington Avenue,38.5415,-90.0271
49090,Illinois,Chicago,6100 block of South Wabash Avenue,,
49095,Illinois,Chicago,900 block of North Central Park Avenue,41.8974,-87.7167
49096,Illinois,Chicago,5400 block of West Madison Street,41.8807,-87.7605
49098,Illinois,Chicago,3000 block of West Roosevelt Road.,41.8666,-87.6902
49099,Illinois,Chicago,11100 block of South Loomis Street,41.6922,-87.657
49114,Illinois,Chicago,4000 block of West Roosevelt Road,41.8664,-87.7256
49166,Illinois,Chicago,7300 block of North Ashland Avenue,42.0138,-87.6703
49192,Illinois,Chicago,111th and Spaulding.,41.6915,-87.7034
49199,Illinois,Rockford,100 block of Albert Avenue,42.2764,-89.1196
49221,Illinois,Chicago,7100 block of South Cyril Avenue,41.7652,-87.577
49233,Illinois,Chicago,10400 block of South Wabash,41.7052,-87.6226
49235,Illinois,Chicago,2900 block of West 25th Place,41.8458,-87.6979
49241,Illinois,Chicago,4800 block of South Wolcott Avenue,41.8066,-87.6726
49264,Illinois,Chicago,5900 block of South Spaulding,41.7862,-87.7058
49265,Illinois,Chicago,12200 block of South Emerald,41.6722,-87.6409
49283,Illinois,Chicago,3100 block of West Fillmore Street,41.8685,-87.7035
49293,Illinois,Chicago,2400 block of West Jackson Boulevard,41.8776,-87.6864
49300,Illinois,Chicago,1100 block of West Wilson Avenue,41.9654,-87.6575
49327,Illinois,Chicago,3100 block of South Keeler Avenue,41.835,-87.7307
49340,Illinois,Peoria,2600 block of North Maryland Avenue,40.7184,-89.5811
49363,Illinois,Chicago,7100 block of South Jeffrey Boulevard,41.7659,-87.5768
49384,Illinois,Chicago,7500 block of South Western Avenue,41.7579,-87.6842
49413,Illinois,Joliet,200 block of East Mound Road,41.4873,-88.1709
49460,Illinois,Chicago,9600 block of South Merrion Avenue,41.7212,-87.5702
49462,Illinois,Chicago,500 block of West 87th Street,41.7362,-87.6366
49488,Illinois,Lynwood,2700 block of Lake Park Drive,41.5416,-87.551
49521,Illinois,Rockford,2400 block of Benderwirt Avenue,42.2875,-89.0954
49524,Illinois,Springfield,Eighth Street and Enos Avenue,39.8096,-89.6448
49526,Illinois,Carbondale,,37.7286,-89.2174
49566,Illinois,Chicago,500 block of North Springfield Avenue,41.8899,-87.7235
49583,Illinois,Chicago,6600 block of South Halsted Street,41.7743,-87.6447
49588,Illinois,Chicago,1100 block of South Francisco Avenue,41.8682,-87.6987
49597,Illinois,Oak Lawn,108th St and Georgia Dr,41.6959,-87.7561
49624,Illinois,Peoria,2700 block of Malone Street,40.6748,-89.6355
49626,Illinois,Chicago,1600 block of West Sunnyside Avenue,41.9634,-87.6694
49636,Illinois,Chicago,1700 block of West 47th Street,41.8086,-87.6674
49637,Illinois,Chicago,1800 block of South Blue Island Avenue,41.8577,-87.6616
49649,Illinois,Chicago,900 block of South Keeler Avenue,41.8698,-87.7305
49668,Illinois,Chicago,1300 block of North Springfield Avenue,41.9046,-87.7243
49678,Illinois,Chicago,4100 block of West Gladys,41.8764,-87.7281
49726,Illinois,Chicago,3300 block of West Polk Street,41.8712,-87.7086
49729,Illinois,Chicago,100 block of South Kilbourne Avenue,41.8796,-87.7379
49730,Illinois,Chicago,1200 block of South Albany Avenue,41.8661,-87.7031
49733,Illinois,Chicago,900 block of North Karlov Avenue,41.8973,-87.7289
49734,Illinois,Chicago,400 block of South Kostner Avenue,41.875,-87.7356
49735,Illinois,Chicago,7900 block of South Vernon Avenue,41.7511,-87.6137
49747,Illinois,Chicago,2900 block of West Jackson Boulevard,41.8774,-87.6986
49749,Illinois,Chicago,7900 block of South Mainstee Avenue,41.7518,-87.5578
49765,Illinois,Chicago,400 block of East 87th Place,41.7359,-87.6143
49766,Illinois,Chicago,3000 block of West Flournoy Street,41.8731,-87.7012
49767,Illinois,Chicago,1800 block of South Kildare Avenue,41.8569,-87.7326
49768,Illinois,Rockford,800 block of Linden Avenue,42.257,-89.1088
49769,Illinois,Chicago,3900 block of South Wells Street,41.899,-87.6343
49792,Illinois,Chicago,State and 63rd Street,41.7804,-87.6059
49807,Illinois,Chicago,10400 block of South State Street,41.7053,-87.6235
49845,Illinois,Oak Lawn,108th Street and Georgia Lane,41.6959,-87.7561
49847,Illinois,Chicago,I-290 Expressway and Laramie Avenue,41.8949,-87.7556
49852,Illinois,Chicago,1900 block of West North Avenue,41.9107,-87.6752
49866,Illinois,Chicago,2300 block of North Sacramento Avenue,41.9233,-87.7023
49876,Illinois,Lovejoy (Brooklyn),307 Jefferson St,38.657,-90.1685
49879,Illinois,Chicago,2700 block of West Flournoy Street,41.8732,-87.6938
49884,Illinois,Chicago,3000 block of North Milwaukee Avenue,41.9358,-87.7185
49895,Illinois,Joliet,Joliet and McDonough,41.5165,-88.084
49899,Illinois,Joliet,100 block of South Eastern Avenue,41.5224,-88.0767
49933,Illinois,Alorton,300 block of S. 53rd Street,38.5778,-90.1124
49939,Illinois,Chicago,11100 block of South Vernon Avenue,41.6927,-87.6122
49948,Illinois,Chicago,7500 block of South Dorchester Avenue,41.7587,-87.5908
49973,Illinois,Chicago,900 block of North Lawler Avenue,41.8969,-87.7523
49983,Illinois,Chicago,1600 block of West 81st Street,41.7467,-87.6634
49996,Illinois,Chicago,700 block of North Kedzie Avenue,41.8938,-87.7066
49997,Illinois,Chicago,5800 block of South Morgan Street,41.7888,-87.6499
50010,Illinois,Chicago,5700 block of South Michigan Avenue,41.7908,-87.6228
50019,Illinois,Peoria,700 NE Adams St,40.6964,-89.5823
50107,Illinois,Chicago,600 block of East 133rd Street,41.6537,-87.6063
50132,Illinois,Chicago,4700 block of North Lawndale Avenue,41.9666,-87.7208
50142,Illinois,Chicago,9500 block of South Bennett Avenue,41.7224,-87.5778
50145,Illinois,Chicago,1600 blocks of Jarvis,42.016,-87.6693
50146,Illinois,Chicago,3300 block of West Congress Parkway,41.8748,-87.7085
50147,Illinois,Chicago,5900 block of South Laflin Avenue,41.7868,-87.662
50175,Illinois,Chicago,1200 block of South Western Avenue,41.8664,-87.6865
50179,Illinois,Chicago,100 block of East Garfield Boulevard,41.7947,-87.6225
50221,Illinois,Chicago,2100 block of East 79th Street,,
50223,Illinois,Chicago,5900 block of South Fairfield Avenue,41.8611,-87.6942
50226,Illinois,Chicago,5100 block of South Ada Street,41.8014,-87.6587
50227,Illinois,Chicago,5600 block of West Madison Street,41.8806,-87.7651
50228,Illinois,Chicago,8900 block of South Exchange Avenue,41.7337,-87.5527
50266,Illinois,Chicago,200 block of South Karlov Avenue,41.8779,-87.728
50302,Illinois,Saint Joseph,301 N Main St,40.1145,-88.0423
50304,Illinois,Chicago,"7600 block of South Colfax Avenue,",41.757,-87.5618
50305,Illinois,Chicago,7600 block of South Oglesby Avenue,41.757,-87.5679
50307,Illinois,Chicago,4700 block of West Van Buren Street,41.8753,-87.7428
50313,Illinois,Chicago,5900 block of South Wolcott Avenue,41.7866,-87.6717
50314,Illinois,Chicago,4000 block of West Addison Stree,41.9464,-87.7274
50318,Illinois,Chicago,100 block of South Kostner Avenue,41.8796,-87.7354
50340,Illinois,Carbondale,East Jackson and North Wall,37.7289,-89.2086
50413,Illinois,Montgomery,Fourth Street and Montgomery Road,41.7287,-88.3164
50416,Illinois,Chicago,2300 block of East 75th Street,41.7577,-87.6491
50438,Illinois,Chicago,3400 block of West Monroe,41.8796,-87.711
50441,Illinois,Chicago,8200 block of South Saginaw Avenue,41.7462,-87.5604
50444,Illinois,Chicago,3000 block of South Kedvale,41.8386,-87.7284
50445,Illinois,Chicago,11800 block of South Lowe Avenue,41.6796,-87.6387
50446,Illinois,Chicago,5700 block of South Sangamon Street,41.7904,-87.649
50448,Illinois,Chicago,9500 block of South Halsted Street,41.7218,-87.6436
50450,Illinois,Chicago,4700 block of West Monroe Street,41.8796,-87.743
50451,Illinois,Chicago,8900 block of South Commercial Avenue,41.7336,-87.5517
50458,Illinois,Chicago,7300 block of South Damen Avenue,41.761,-87.6738
50468,Illinois,Chicago,8000 block of South Loomis Street,41.7359,-87.6582
50471,Illinois,Chicago,5600 block of West Augusta Boulevard,41.8985,-87.7655
50489,Illinois,Rockford,4200 block of Crestview Drive,42.2846,-89.0336
50516,Illinois,Chicago,3500 block of South Rhodes,41.8307,-87.6154
50523,Illinois,Chicago,3000 block of West 55th Street,41.7939,-87.6988
50524,Illinois,Chicago,700 block of West 19th Place,41.856,-87.645
50525,Illinois,Chicago,200 block of West Ontario Street,41.8932,-87.6341
50540,Illinois,Chicago,E 79th St and S Vincennes Ave,41.7498,-87.6344
50564,Illinois,Effingham,,39.1195,-88.5606
50576,Illinois,Chicago,3600 block of West Shakespeare Avenue,41.9203,-87.7171
50580,Illinois,Chicago,5100 block of South Aberdeen Street,41.8013,-87.653
50599,Illinois,Chicago,3100 block of West Warren Boulevard,41.8819,-87.7038
50646,Illinois,Rockford,3200 block of Montrose Avenue,42.2938,-89.1072
50654,Illinois,Chicago,100 block of North Leclaire Avenue,41.8821,-87.7531
50656,Illinois,Chicago,2000 block of North Kilbourn Avenue,41.917,-87.7388
50678,Illinois,Elgin,1285 Fleetwood Dr,42.021,-88.3092
50702,Illinois,Capron,100 block of Commercial Ally,42.3999,-88.741
50704,Illinois,Chicago,700 block of East 92nd Place,41.7268,-87.6068
50705,Illinois,Mount Vernon,Salem Road and George Street,38.3314,-88.9119
50728,Illinois,Chicago,4000 block of South Lake Park Avenue,41.9111,-87.6367
50749,Illinois,Springfield,Pope Avenue and Stuart Street,39.7896,-89.6221
50763,Illinois,Chicago,2100 block of West 54th Place,41.7948,-87.6768
50772,Illinois,Chicago,Stevenson Expy and S Central Ave,41.8117,-87.7613
50778,Illinois,Chicago,100 block of East 120th Street,41.6762,-87.6204
50779,Illinois,Chicago,3500 block of West Lexington Street,41.872,-87.7134
50780,Illinois,Chicago,66th and Halsted,41.7743,-87.6446
50781,Illinois,Chicago,5200 block of West Washington Boulevard,41.8827,-87.7554
50790,Illinois,Calumet City,600 block of Escanba,41.6181,-87.5532
50799,Illinois,Chicago,7200 block of South Hermitage Avenue,41.7629,-87.6677
50803,Illinois,Edwardsville,4157 Center,38.7873,-89.9779
50811,Illinois,Chicago,700 block of South Kenneth Avenue,41.8722,-87.7365
50814,Illinois,Chicago,8000 block of South Manistee Avenue,41.7499,-87.558
50880,Illinois,Chicago,5500 block of West 63rd Place,41.7775,-87.7595
50884,Illinois,Chicago,3700 block of South Wood Street,41.8267,-87.6706
50885,Illinois,Chicago,7628 S. Cottage Grove Avenue,41.7564,-87.6054
50886,Illinois,Chicago,500 block of South Central Park Avenue,41.8744,-87.7161
50887,Illinois,Chicago,2100 block of West 83rd Street,41.7432,-87.6756
50888,Illinois,Chicago,5700 block of South Green Street,41.7905,-87.6466
50899,Illinois,Bloomingdale,200 block of Tamarack Lane,,
50927,Illinois,Murphysboro,,37.7693,-89.3369
50929,Illinois,Chicago,7100 block of South Winchester Avenue.,41.7648,-87.6723
50945,Illinois,Champaign,410 Brookwood Drive,40.1304,-88.2493
50949,Illinois,Chicago,3900 block of West Lake Street,41.8961,-87.8803
50986,Illinois,Chicago,400 block of East 79th Street,41.7511,-87.615
50988,Illinois,Chicago,400 block of North Lawler Avenue,41.888,-87.752
51030,Illinois,Chicago,1100 block of North Leclaire Avenue,41.9006,-87.7536
51048,Illinois,Chicago,2100 block of South Ashland Avenue,41.8539,-87.6664
51050,Illinois,Chicago,800 block of East 87th Place,41.7357,-87.6047
51070,Illinois,Chicago,1100 block of North Monitor Avenue,41.9004,-87.772
51073,Illinois,Chicago,900 block of West 87th Street,41.736,-87.6463
51076,Illinois,Chicago,600 block of North Homan Avenue,41.8919,-87.7113
51077,Illinois,Chicago,7700 block of South May Street,41.7541,-87.6526
51080,Illinois,Chicago,3700 block of West Chicago Avenue,41.8957,-87.719
51087,Illinois,Chicago,7800 block of South Lowe Avenue,41.7523,-87.6408
51089,Illinois,Chicago,,41.881,-87.6247
51093,Illinois,Chicago,2200 block of South Marshall Avenue,41.8518,-87.6991
51095,Illinois,Caseyville,2000 block of Webster Circle,38.6376,-90.0496
51109,Illinois,Chicago,7200 block of South Paulina Street,41.7629,-87.6665
51111,Illinois,Chicago,95th Red Line,41.8781,-87.6298
51112,Illinois,Chicago,9900 block of South Walden Parkway,41.7139,-87.6677
51158,Illinois,Joliet,Cass and Briggs,41.5293,-88.0437
51187,Illinois,Warsaw,245 Underwood,40.3537,-91.4269
51249,Illinois,Rockford,500 block of N. Central Avenue,42.2811,-89.1161
51258,Illinois,Peoria,5250 N. Knoxville Ave,40.7503,-89.5932
51260,Illinois,Chicago,4100 block of West Wilcox Street,41.8788,-87.7281
51267,Illinois,Springfield,2400 block of Ladley Court,39.7618,-89.6209
51269,Illinois,Chicago,1900 block of South Trumbull Avenue,,
51273,Illinois,Chicago,5500 block of South Shields Avenue,41.7941,-87.6342
51277,Illinois,Chicago,5900 block of South Carpenter Street,41.7869,-87.651
51299,Illinois,Chicago,400 block of East Marquette Road,41.773,-87.6153
51315,Illinois,East St. Louis,2500 block of Summit Avenue,38.6196,-90.1254
51400,Illinois,Chicago,2900 block of West Montrose Avenue,41.9616,-87.7011
51406,Illinois,Chicago,8000 block of South Muskegon Avenue,41.75,-87.5553
51407,Illinois,Chicago,9000 block of South Houston Avenue,41.7318,-87.5503
51409,Illinois,Chicago,4900 block of West Arthington Street,41.8696,-87.7471
51418,Illinois,Chicago,500 block of North Kedzie Avenue,41.8903,-87.7064
51424,Illinois,Chicago,700 block of East 92nd Place,41.7268,-87.6068
51427,Illinois,Chicago,300 block of East 47th,41.8095,-87.6193
51459,Illinois,Brookport,,37.139,-88.5941
51493,Illinois,Champaign,2000 N. Mattis Ave,40.1377,-88.2771
51512,Illinois,Chicago,5700 block of North Campbell Avenue,41.9852,-87.6922
51514,Illinois,Chicago,5900 block of South California Avenue,41.7864,-87.6936
51517,Illinois,Chicago,2800 block of West 23rd Street,41.8501,-87.6954
51548,Illinois,Chicago,1500 block of East 73rd Place,41.7615,-87.5884
51586,Illinois,Chicago,7500 block of South Kimbark Avenue,41.7579,-87.5932
51620,Illinois,Chicago,1300 block of West Randolph Street,41.8844,-87.659
51626,Illinois,Chicago,900 block of North Lockwood,41.8969,-87.7585
51627,Illinois,Chicago,11200 block of South Halsted Street,41.6904,-87.6427
51628,Illinois,Chicago,1300 block of North Washburne Avenue,41.8661,-87.6551
51640,Illinois,Chicago,4400 block of South Shields Avenue,41.8145,-87.635
51644,Illinois,Chicago,5100 block of South May Street,41.8013,-87.6542
51696,Illinois,Joliet,1100 block of Magnolia Avenue,41.5449,-88.0571
51708,Illinois,Chicago,9200 block of South Throop Street,41.7266,-87.6558
51709,Illinois,Chicago,2200 block of East 73rd Street,41.7626,-87.5713
51713,Illinois,Harrisburg,500 block of North Jackson Street,37.7417,-88.5419
51735,Illinois,Rockford,Auburn and North Horseman,42.2885,-89.0988
51738,Illinois,Rockford,Independence Avenue and Auburn,42.2884,-89.1172
51741,Illinois,Rockford,400 block of Oakley Avenue,42.2793,-89.1148
51760,Illinois,Chicago,100 block of East 51st Street,41.802,-87.6226
51798,Illinois,Boone County,300 block of Talladega Drive,42.3452,-88.8711
51812,Illinois,Chicago,4000 block of North Clark Street,41.9546,-87.6627
51840,Illinois,Chicago,500 block of North Springfield Avenue,41.8899,-87.7235
51847,Illinois,Chicago,10000 W O'Hare Ave,41.9715,-87.8954
51894,Illinois,Venice,1200 block of Oriole,38.673,-90.1686
51924,Illinois,Chicago,7500 block of South Cottage Grove,41.7584,-87.6057
51938,Illinois,Kankakee,,41.1172,-87.8724
51987,Illinois,Peoria,,40.6856,-89.5956
52003,Illinois,Chicago,9000 block of South Ada Street,41.7303,-87.6572
52004,Illinois,Chicago,8000 Stony Island Ave,41.749,-87.586
52025,Illinois,Chicago,8600 block of South Racine,41.7376,-87.6537
52033,Illinois,Rantoul,,40.31,-88.148
52084,Illinois,Chicago,8800 block of South Wood Street,41.7338,-87.6682
52125,Illinois,Pekin,200 block of Derby Street,40.5563,-89.6596
52136,Illinois,Chicago,2200 block of North Narragansett Avenue,41.9202,-87.7857
52137,Illinois,Chicago,5000 block of West Fulton Street,41.886,-87.7505
52138,Illinois,Chicago,5600 block of West Fullerton,41.9244,-87.7667
52140,Illinois,Chicago,6700 block of South California Avenue,41.7718,-87.6932
52142,Illinois,Chicago,6300 block of South Cottage Grove Avenue,41.7802,-87.6063
52150,Illinois,Peoria,,40.6856,-89.5956
52160,Illinois,Chicago,3900 block of West Chicago Avenue,41.8957,-87.7238
52182,Illinois,Chicago,6600 block of South California,41.7735,-87.6936
52184,Illinois,Chicago,7900 block of South St. Louis Avenue,41.7494,-87.7099
52194,Illinois,Jackson County,101 Union Ave,37.94,-89.2341
52197,Illinois,Westmont,1100 block of South Williams Street,41.7751,-87.9845
52206,Illinois,Champaign,2700 block of Rachel Road,40.1219,-88.2902
52246,Illinois,Bunker Hill,3000 block of Edwardsville St,39.0481,-90.0116
52259,Illinois,Peoria,100 block of East Wilcox Avenue,40.7211,-89.5808
52275,Illinois,Chicago,4400 block of West Monroe Street,41.8797,-87.7355
52309,Illinois,Savoy,100 Village Park Way,40.0413,-88.2404
52321,Illinois,Carlyle,543 Ninth S,38.6106,-89.369
52329,Illinois,Chicago,6300 block of South Cottage Grove Avenue,41.7802,-87.6063
52351,Illinois,Chicago,5500 block of West North Avenue,41.9096,-87.7634
52353,Illinois,Chicago,5700 block of South Throop Street,41.7904,-87.6575
52371,Illinois,Belvidere,2100 block of Tobyne Drive,42.2718,-88.8657
52378,Illinois,Urbana,,40.1073,-88.2095
52408,Illinois,Chicago,6100 block of South Kimbark Avenue,41.784,-87.5952
52439,Illinois,Millstadt,Josiah Lane,38.454,-90.0821
52450,Illinois,Rosemont,7100 block of Chestnut,42.0075,-87.8893
52451,Illinois,Rockford,800 block of Lee Street,42.2802,-89.1013
52456,Illinois,Waukegan,438 Franklin St,42.3685,-87.8358
52489,Illinois,Chicago,5000 block of West Superior Street,41.8953,-87.6624
52506,Illinois,Alton,,38.911,-90.1581
52517,Illinois,Champaign,West Bradley Avenue and North Elm Street,40.1272,-88.2502
52521,Illinois,Chicago,1800 block of West Rice Street,41.8969,-87.6722
52532,Illinois,Chicago,8200 block of South Campbell Avenue,41.7443,-87.684
52533,Illinois,Chicago,W I-290 and South Kostner Avenue,41.8733,-87.7337
52565,Illinois,Chicago,4700 block of South Michigan Avenue,41.809,-87.6233
52566,Illinois,Chicago,1600 block of South Komensky Avenue,41.8588,-87.7262
52589,Illinois,Peoria,100 block of East Thrush Avenue,40.7144,-89.5938
52592,Illinois,Chicago,7100 block of South Damen Avenue,41.7648,-87.6735
52657,Illinois,Chicago,4800 block of South Bishop Street,41.8894,-87.6646
52659,Illinois,Chicago,1300 block of South Kolin Avenue,,
52782,Illinois,East St. Louis,707 N. 69th St,38.6018,-90.0785
52804,Illinois,Chicago,5900 block of North Kenmore Avenue,41.9894,-87.6572
52807,Illinois,Chicago,9300 block of South Burnside Avenue,41.7255,-87.6108
52901,Illinois,Joliet,Sherman Street and Doris Avenue,41.5057,-88.0773
52914,Illinois,East Saint Louis,700 block of North 69th Street,38.6014,-90.0781
52934,Illinois,Chicago,2200 block of East 79th Street,41.7519,-87.5706
52947,Illinois,Mount Prospect,400 block of E Euclid Av,42.0878,-87.9179
52960,Illinois,Danville,Griffin and Main,40.1305,-87.6021
53003,Illinois,Des Plaines (Rosemont),6100 Scott St,41.9897,-87.8759
53040,Illinois,Chicago,6800 block of South Damen Avenue,41.7701,-87.6738
53042,Illinois,Chicago,4000 block of West Carroll Avenue,41.8871,-87.726
53050,Illinois,Chicago,8200 block of South Kedzie Avenu,41.7442,-87.7026
53061,Illinois,Springfield,3500 block of Old Waterworks Road,39.8484,-89.6305
53086,Illinois,Bedford Park,7050 S. Cicero,41.7666,-87.742
53094,Illinois,Rockford,3200 block of Sablewood Drive,42.3084,-89.103
53099,Illinois,Chicago,5500 block of South Christiana Avenue,41.7934,-87.7072
53139,Illinois,Chicago,1200 block of South Albany Avenue,41.8661,-87.7031
53171,Illinois,Champaign (county),Interstate 74,40.1563,-88.2956
53198,Illinois,Springfield,1831 South Grand Ave. E,39.7874,-89.6308
53203,Illinois,Chicago,2100 block of West 35th Street,41.8306,-87.6779
53244,Illinois,Chicago,100 block of South Kostner Avenue,41.8796,-87.7354
53252,Illinois,Country Club Hills,4400 block of 186th Street,41.5524,-87.7239
53283,Illinois,Chicago,4000 block of West West End Avenue,41.8834,-87.7257
53286,Illinois,Joliet,500 block of South Ottawa Street,41.5145,-88.0826
53296,Illinois,Peoria,1700 block of South Griswold Street,40.6694,-89.6329
53363,Illinois,Chicago,600 block of East 75th Street,41.7587,-87.6101
53394,Illinois,Arcola,224 Circle Drive,39.6922,-88.304
53406,Illinois,Washington Park,48th Street and Caseyville Avenue,38.6305,-90.0994
53407,Illinois,Chicago,4500 block of South Paulina,41.8121,-87.6676
53602,Illinois,Chicago,7900 block of South Crandon Avenue,41.7517,-87.5687
53606,Illinois,Chicago,5700 South Cicero Ave,41.7894,-87.7416
53609,Illinois,Chicago,300 block of East Pershing Road,41.8239,-87.6191
53655,Illinois,Chicago,4200 block of South Rockwell Street,41.8173,-87.6899
53657,Illinois,Joliet,1400 block of Englewood Avenue,41.5511,-88.0624
53662,Illinois,Chicago,1900 block of South Pulaski,41.8548,-87.725
53663,Illinois,Chicago,8900 block of South Cottage Grove,41.7329,-87.6051
53666,Illinois,Rockford,700 block of Oakley Avenue,42.2835,-89.1148
53723,Illinois,Riverdale,14100 block of S Tracy Ave,41.6388,-87.6309
53730,Illinois,Chicago,8100 block of South Artesian Avenue,41.7463,-87.6844
53731,Illinois,Chicago,7500 block of South Langley Avenue,41.7585,-87.6078
53746,Illinois,Chicago,6900 block of South Justine,41.7685,-87.6627
53749,Illinois,Chicago,3500 block of West Dickens Avenue,41.9194,-87.7138
53754,Illinois,Chicago,1600 block of West Columbia,42.0044,-87.6706
53833,Illinois,East Saint Louis,4901 State St,38.6073,-90.1037
53854,Illinois,Rockford,15th Street and 23rd Avenue,42.2419,-89.0652
53868,Illinois,Rockford,3500 block of Gilbert Avenue,42.2956,-89.1133
53902,Illinois,Rantoul,501 1/2 S. Century Blvd.,40.3044,-88.1557
53921,Illinois,Rockford,11th Street and Broadway,42.2524,-89.072
53943,Illinois,Chicago,3700 block of West Fullerton Avenue,41.9246,-87.7195
53982,Illinois,Lenzburg,9700 block of Torrens Lane,38.2708,-89.8249
54018,Illinois,Chicago,5800 block of South Western Avenue,41.7882,-87.6843
54020,Illinois,Chicago,6400 block of South Peoria Street,41.7777,-87.6475
54034,Illinois,Chicago,10400 block of South Michigan Avenue,41.7054,-87.6205
54046,Illinois,Chicago,5700 block of South Peoria Street,41.7905,-87.6477
54187,Illinois,Chicago,1200 block of South Pulaski Road,41.8661,-87.7252
54191,Illinois,Rockford,Ferguson and Morgan,42.2626,-89.1077
54205,Illinois,Chicago,500 block of North Drake Street,41.9465,-87.7164
54213,Illinois,Peoria,800 block of South Shelley Street,40.6802,-89.6168
54219,Illinois,Chicago,4800 block of South Princeton Avenue,41.8072,-87.6337
54223,Illinois,Chicago,4500 block of West Lake Street,41.8865,-87.7383
54225,Illinois,Chicago,8000 block of South Stewart Avenue,41.7489,-87.6343
54229,Illinois,Chicago,7700 block of South Ridgeland Avenue,41.7054,-87.7794
54249,Illinois,Chicago,9600 block of South Halsted Street,41.7821,-87.6454
54259,Illinois,Chicago,2100 block of West Warren Boulevard,41.8824,-87.6793
54260,Illinois,Chicago,1400 block of East 68th Street,41.7717,-87.5909
54263,Illinois,Chicago,5000 block of West Division Street,41.9023,-87.7509
54264,Illinois,Chicago,1500 block of East 66th Place,41.7742,-87.5888
54265,Illinois,Cicero,5300 block of 25th Place,41.8447,-87.7565
54266,Illinois,Chicago,2600 block of West 63rd Street,41.7795,-87.6888
54313,Illinois,Chicago,5600 block of South Wabash Avenue,41.7928,-87.6241
54323,Illinois,Springfield,2500 block of Poplar Avenue,39.7917,-89.62
54325,Illinois,Pinckneyville,,38.0947,-89.3915
54338,Illinois,Chicago,3100 block of West Grand Avenue,41.8979,-87.7046
54376,Illinois,Bedford Park,6638 S. Cicero Ave,41.7723,-87.7422
54407,Illinois,Joliet,1000 Gardner Street,41.5042,-88.0777
54440,Illinois,Rockford,845 10th Street.,42.2585,-89.0743
54504,Illinois,Carbondale,5420 Old U.S. 51,37.6698,-89.2373
