,state,city_or_county,address,latitude,longitude
18332,Texas,Bryan,1300 block of Groesbeck Street ,30.6617,-96.3773
18334,Texas,Dallas,North High Hills Place,32.7355,-96.797
18339,Texas,San Antonio,Everest Avenue and West Sunset Road,29.5073,-98.4701
18347,Texas,Arlington, 700 block of Ridgeglen Drive,32.7661,-97.1051
18359,Texas,Lubbock,5401 N Martin Luther King Blvd,33.6499,-101.819
18374,Texas,Ector County,12000 block of South Beryl Avenue,31.7021,-102.415
18390,Texas,Beaumont,7000 block of Limerick,30.0902,-94.1841
18416,Texas,Bryan,1300 block of Goresbeck St,30.6617,-96.3773
18421,Texas,Houston,7000 North Freeway,29.8623,-95.404
18455,Texas,Austin,6202 Duchess Drive,30.2899,-97.6606
18470,Texas,San Antonio,9800 Airport Blvd,29.5217,-98.4767
18491,Texas,Boerne,100 block of Becker Street,29.7969,-98.7262
18494,Texas,Harris County,1400 Danby Heath Lane ,30.0087,-95.4063
18554,Texas,Austin,1400 South Pleasant Valley Drive,30.2394,-97.7192
18569,Texas,San Antonio,9500 Contessa Drive ,29.5261,-98.4932
18575,Texas,Houston,El Camino Del Rey Street and Chimney Rock Road ,29.723,-95.4765
18598,Texas,Weslaco,,26.1486,-97.9884
18644,Texas,Austin,3600 Presidential Blvd,30.2093,-97.6529
18753,Texas,San Antonio,2900 block of Guadalupe St,29.42,-98.5326
18763,Texas,Lubbock,North Quaker,33.6649,-101.905
18795,Texas,Lubbock,2800 block of North Quaker,33.6258,-101.905
18799,Texas,San Antonio,Loop 410 and McCullough Avenue,29.5208,-98.4917
18806,Texas,Lufkin,3300 Lotus Lane,31.3503,-94.7598
18900,Texas,San Antonio,Guadalupe and Hamilton,29.42,-98.5326
18902,Texas,Corpus Christi,1900 Sean Dr.,27.6916,-97.3541
18903,Texas,San Antonio,500 Austin Highway,29.482,-98.4604
18911,Texas,Houston,15100 Kingsbridge Way,29.6859,-95.651
18955,Texas,San Antonio,200 block of Victor,29.4558,-98.4595
18956,Texas,Missouri City,,29.5536,-95.5446
18958,Texas,San Antonio,200 block of Victor,29.4558,-98.4595
18999,Texas,Houston,1325 Sheffield Boulevard,29.7665,-95.2066
19036,Texas,Spring,19507 Interstate 45 North,30.0473,-95.4432
19077,Texas,Fort Worth,200 block of Sunset Lane,32.7586,-97.3973
19079,Texas,Irving,2625 International Pkwy,32.8881,-97.0374
19101,Texas,Jasper,1800 block of North Bowie Street,30.9367,-94.0014
19105,Texas,Springtown,,32.9522,-97.6864
19110,Texas,Missouri City,Artwood and Edgehaven,29.5738,-95.5196
19117,Texas,Houston,7800 Airport Blvd,29.6578,-95.2767
19124,Texas,Corpus Christi,800 Lantana St.,27.8036,-97.4703
19146,Texas,Laredo,2400 block of Santa Rita Avenue,27.5357,-99.5133
19154,Texas,Katy,24900 block of North Point Pl,29.7603,-95.8052
19156,Texas,Dallas,2375 International Pkwy,32.8982,-97.0404
19177,Texas,Austin,Rundberg Lane and Middle Fiskville Road,30.3575,-97.6865
19184,Texas,Austin,Park Plaza,30.3591,-97.7854
19187,Texas,Harris County,Wallisville near East Sam Houston Tollway,29.7752,-95.3102
19224,Texas,Amarillo,3400 block of West Interstate 40,35.1926,-101.875
19237,Texas,Corpus Christi,5600 Nelson Lane,27.7051,-97.3856
19243,Texas,Fort Worth,2600 block of Frazier Avenue,32.7142,-97.3504
19259,Texas,Cut And Shoot,12700 block of Highway 105 East,30.3232,-95.4075
19266,Texas,Temple,600 block of South Fourth Street,31.0901,-97.3415
19272,Texas,Austin,3600 Presidential Blvd,30.2093,-97.6529
19284,Texas,Dallas,1200 block of North Haskell Avenue,32.7958,-96.779
19294,Texas,San Antonio,W Hildebrand Ave and Neer Ave,29.4665,-98.5189
19310,Texas,Sweetwater,,32.4653,-100.4
19351,Texas,Round Rock,,30.5073,-97.655
19352,Texas,Abilene,3000 block of North 6th,32.4553,-99.7579
19354,Texas,Houston,Fairbanks N. Houston and West Road,29.9255,-95.5043
19358,Texas,Houston,4300 block of Breakwood,29.6819,-95.4494
19370,Texas,El Paso,4510 Arlen Ave,31.8626,-106.437
19374,Texas,Corpus Christi,1100 Baywood Lane,27.6735,-97.2938
19378,Texas,Midland,,31.9965,-102.084
19380,Texas,Arthur City,,33.8712,-95.6089
19387,Texas,El Paso,4500 Arlen,31.8626,-106.437
19404,Texas,Dallas,Lemmon and Oak Lawn Avenues,32.8118,-96.8056
19497,Texas,Dallas,2375 International Pkwy,32.8982,-97.0404
19513,Texas,Houston,14099 Northwest Fwy,29.857,-95.5207
19528,Texas,Harris County,6700 block of Forestview,29.8454,-95.2549
19600,Texas,Humble,15615 US 59,29.9456,-95.2948
19617,Texas,Marshall,FM 31,32.3711,-94.183
19635,Texas,Houston,,29.7654,-95.3663
19667,Texas,Laredo,5210 Bob Bullock Loop,27.5456,-99.4551
19688,Texas,Houston,,29.7654,-95.3663
19728,Texas,Austin,13000 Research Boulevard,30.0427,-97.6906
19743,Texas,San Antonio,19600 block of US Highway 281 South ,29.518,-98.5559
19746,Texas,Kountze,130 Pecan Street,30.3677,-94.3161
19753,Texas,Corpus Christi,300 N. Port Ave.,27.791,-97.4189
19757,Texas,Corpus Christi,4000 Holly Rd.,27.7123,-97.4044
19760,Texas,Dallas,Malcolm X Boulevard,32.7634,-96.7617
19767,Texas,Houston,,29.7654,-95.3663
19783,Texas,Lytle,Somerset Street ,29.229,-98.7925
19789,Texas,San Antonio,1900 block of Hays St,29.43,-98.4534
19792,Texas,Houston,Antoine and Birchmont,29.8437,-95.4733
19798,Texas,Amarillo,2517 W. McCormick Road ,35.07,-101.864
19828,Texas,Fort Worth,200 block of Sunset Lane,32.7586,-97.3973
19851,Texas,San Angelo,15000 block of Sutton Road,31.6586,-100.49
19865,Texas,Randall County,2517 W. McCormick Road,35.07,-101.864
19870,Texas,Fort Worth,200 block of Sunset Lane,32.7586,-97.3973
19905,Texas,Midland,9506 La Force Blvd,31.9371,-102.208
19920,Texas,Corpus Christi,5500 Saratoga Blvd.,27.6865,-97.3854
19933,Texas,Dodd City,County Road 3200,33.5561,-96.0672
19965,Texas,Corpus Christi,300 Mohawk St.,27.7828,-97.4288
19970,Texas,Houston,Highway 290 at Langfield,29.7604,-95.3698
19980,Texas,Killeen,Livingston,31.1154,-97.7923
19981,Texas,Dallas,2375 International Pkwy,32.8982,-97.0404
19988,Texas,Beaumont,Major Drive and Gladys,30.0912,-94.1899
20021,Texas,Corpus Christi,5700 Greenwood Dr.,27.7318,-97.4483
20024,Texas,Fort Worth,500 block of West Felix Street,32.6781,-97.3321
20028,Texas,Killeen,14 Watercrest Rd,31.1144,-97.7934
20056,Texas,Dallas,1100 block of Warrior Drive,32.6835,-96.5876
20059,Texas,San Antonio,9800 Airport Blvd,29.5217,-98.4767
20079,Texas,Abilene,3501 Curry Ln,32.405,-99.7722
20081,Texas,Wimberley,400 block of Todo Lane,29.9974,-98.0986
20088,Texas,Hays County,Todo Lane,30.0723,-98.0321
20114,Texas,Amarillo,2628 E. Amarillo Blvd.,35.2217,-101.807
20137,Texas,Houston,2100 block of Russell Street,29.7815,-95.3309
20184,Texas,Dallas,CF Hawn Freeway at Buckner Boulevard,32.7979,-96.6833
20188,Texas,Houston,2500 block of Montrose,29.743,-95.4023
20189,Texas,Brownsville,Orchid Path near McAllen Road,25.9017,-97.4975
20198,Texas,Dallas,8008 Cedar Springs Rd,32.841,-96.8486
20216,Texas,Harris County,Kuykendahl and Ella,29.9623,-95.4284
20217,Texas,Corpus Christi,4900 Dody St.,27.7233,-97.3934
20233,Texas,Belton,,31.056,-97.4645
20255,Texas,Arlington,2900 Forest Hollow Lane,32.7884,-97.0642
20256,Texas,Harris County,Little Barley Court,29.9365,-95.4944
20264,Texas,Longview,300 Thelma Street,32.5118,-94.8013
20271,Texas,Austin,Loop 360,30.3882,-97.757
20287,Texas,Brownsville,203 Orchid Path,25.9604,-97.5165
20329,Texas,Dallas,8008 Cedar Springs Rd,32.841,-96.8486
20349,Texas,Lufkin,Shermell Street,31.3522,-94.7021
20364,Texas,Corpus Christi,2800 Ruth St.,27.7828,-97.4205
20371,Texas,Houston,Highway 249 and N Houston Rosslyn Road,29.9193,-95.4933
20389,Texas,Dallas,8008 Cedar Springs Rd,32.841,-96.8486
20429,Texas,San Antonio,9800 Airport Blvd,29.5217,-98.4767
20435,Texas,Austin,North Lamar Boulevard,30.3456,-97.7141
20439,Texas,Austin,3600 Presidential Blvd,30.2093,-97.6529
20457,Texas,Spring,Brookchase Drive,30.1148,-95.4016
20476,Texas,Abilene,,32.4831,-99.7115
20485,Texas,Austin,,30.2202,-97.7499
20511,Texas,Austin,8610 N LAMAR BLVD,30.3555,-97.7039
20529,Texas,Castle Hills,100 Travertine Lane,29.5126,-98.5223
20556,Texas,Amarillo,1216 Jasmine St.,35.2279,-101.763
20561,Texas,Harris County,2300 block on Banquo,29.7752,-95.3102
20632,Texas,Orange County,400 block of Florence Street,30.1451,-93.9657
20635,Texas,Dallas,2375 International Pkwy,32.8982,-97.0404
20646,Texas,Houston,7500 block of Scott,29.6818,-95.3665
20658,Texas,Houston,7500 block of Scott Street ,29.6818,-95.3665
20665,Texas,Houston,Bellerive and Bonhomme,29.7131,-95.5136
20667,Texas,Panola County,County Road 3150,32.2788,-94.1872
20683,Texas,Malakoff,700 block of Robbins Rd.,32.1696,-96.0125
20724,Texas,Beaumont,East Lane,30.0563,-94.2137
20737,Texas,Alice,1700 block of Triangle Drive,27.7597,-98.0537
20739,Texas,Amarillo,3000 block of Northeast 11th Ave.,35.2246,-101.804
20741,Texas,El Paso,Doniphan and E. Vinton Rd.,31.9593,-106.604
20744,Texas,Corpus Christi,900 Dabney St.,27.7482,-97.3906
20761,Texas,Corpus Christi,1000 11th St.,27.7825,-97.4051
20775,Texas,San Antonio,6500 FM-78,29.4805,-98.3605
20790,Texas,Arlington,200 S. Watson Rd. ,32.736,-97.0631
20800,Texas,El Paso,,31.9343,-106.591
20824,Texas,San Antonio,Timberhill,29.4839,-98.6301
20831,Texas,Houston,10200 block of West Bellfort,29.653,-95.5588
20847,Texas,San Antonio,Grissom Rd. and Tinderhill,29.4835,-98.63
20850,Texas,Amarillo,7900 block of Pineridge Drive,35.1441,-101.928
20886,Texas,San Antonio,3100 Nogalitos St.,29.3854,-98.5248
20918,Texas,Corpus Christi,4600 Angela St.,27.7513,-97.4467
20926,Texas,El Paso,1301 Horizon Blvd.,31.6827,-106.214
20977,Texas,San Antonio,1500 Montana Street,29.4185,-98.459
20986,Texas,Snyder,1000 block of 25th St.,32.717,-100.908
20998,Texas,Houston,2800 N Terminal Rd,29.9872,-95.3477
21031,Texas,San Antonio,1200 Old Highway 90,29.4203,-98.5877
21032,Texas,Waco,7909 Karl May Dr,31.6075,-97.2198
21041,Texas,Corpus Christi,3400 Baldwin Rd.,27.7777,-97.4288
21045,Texas,Dallas,2375 International Pkwy,32.8982,-97.0404
21049,Texas,Houston,7800 Airport Blvd,29.6578,-95.2767
21054,Texas,San Antonio,2000 Northwest Loop 410,29.5228,-98.515
21101,Texas,Houston,8939 Long Point,29.8028,-95.509
21118,Texas,Amarillo,U.S. Highway 287,32.4474,-99.7465
21151,Texas,Euless,State Highway 183,32.8379,-97.0883
21165,Texas,Texarkana,,33.4095,-94.0953
21194,Texas,San Antonio,1300 Keats,29.3761,-98.527
21197,Texas,San Antonio,1500 Culebra Rd.,29.446,-98.5343
21230,Texas,Dallas,2375 International Pkwy,32.8982,-97.0404
21236,Texas,Humble,Fawn Park Court,29.9387,-95.2529
21243,Texas,Lubbock,400 MLK Boulevard,33.6022,-101.818
21250,Texas,Laredo,1800 block of Garza Street,27.5154,-99.5132
21254,Texas,San Antonio,8000 block of Bandera Road,29.5153,-98.6343
21259,Texas,Fort Bend County,6711 S. Fry Road,29.713,-95.776
21292,Texas,Midland,9506 La Force Blvd,31.9371,-102.208
21301,Texas,Fort Worth,500 East Loop 820,32.7735,-97.2132
21310,Texas,Harris County,Evanston,29.7802,-95.183
21352,Texas,San Antonio,500 Hot Wells Boulevard,29.3686,-98.4592
21364,Texas,Abilene,400 block of Portland Avenue,32.4467,-99.7536
21378,Texas,Abilene,400 block of Portland Avenue,32.4467,-99.7536
21380,Texas,Canton,Vz County Road 2151,32.5737,-95.8648
21384,Texas,Odessa,16000 block of S. Hwy 385,31.6837,-102.34
21421,Texas,Fort Worth,2000 Loving Ave.,32.782,-97.3658
21457,Texas,Dallas,2375 International Pkwy,32.8982,-97.0404
21469,Texas,Baytown,800 block of Northwood Drive,29.7553,-94.9804
21473,Texas,Bexar County,19600 block of US Highway 281 South,29.518,-98.5559
21508,Texas,Dallas,200 block of Glencairn Drive,32.6582,-96.8252
21583,Texas,Rowlett,Luna Drive,32.9096,-96.521
21599,Texas,Harris County,,29.7752,-95.3102
21620,Texas,Amarillo,1216 Jasmine St,35.2279,-101.763
21663,Texas,Mineola,115 North Pacific Street,32.6635,-95.4881
21678,Texas,San Antonio,2200 block of South Flores,29.4027,-98.5035
21691,Texas,Houston,Broadway Street,29.671,-95.277
21696,Texas,Corpus Christi,800 Barry Street,27.7298,-97.3786
21701,Texas,Fort Worth,,32.7462,-97.3295
21768,Texas,Amarillo,3000 block of Northeast 11th,35.2246,-101.804
21769,Texas,Houston,2800 N Terminal Rd,29.9872,-95.3477
21774,Texas,Harris County,5300 Rivergate Dr.,30.0371,-95.3475
21829,Texas,El Paso,200 Val Verde,31.7682,-106.433
21835,Texas,Corpus Christi,5445 S. Alameda St.,27.719,-97.3509
21875,Texas,Austin,3600 Presidential Blvd,30.2093,-97.6529
21882,Texas,Dewitt County,1300 block of Lockhart Cemetery Road,29.1634,-97.2613
21886,Texas,Galveston,1600 block of Avenue M 1/2,29.2986,-94.7828
21902,Texas,Houston,Laura Koppe,29.8407,-95.3079
21916,Texas,Houston,9555 Crofton,29.85,-95.2989
21933,Texas,Austin,3600 Presidential Blvd,30.2093,-97.6529
22004,Texas,Pampa,County Road 9,35.4973,-100.928
22017,Texas,Grapevine,301 South Park Boulevard,32.9398,-97.0992
22018,Texas,Grapevine,301 South Park Blvd.,32.9398,-97.0992
22019,Texas,Texarkana,1023 College Drive,33.4482,-94.0559
22049,Texas,Houston,389 Uvalde,29.7937,-95.1864
22063,Texas,Houston,5000 Perry Street,29.6938,-95.3431
22074,Texas,Houston,7800 Airport Blvd,29.6578,-95.2767
22104,Texas,Elmendorf,17200 block of Donop Rd,29.2551,-98.3992
22107,Texas,Bastrop County,,30.0459,-97.3517
22124,Texas,Houston,1400 block of Richmond ,29.7351,-95.3965
22151,Texas,Dallas,8008 Cedar Springs Rd,32.841,-96.8486
22173,Texas,Pleasanton,Taylor Road,28.971,-98.4953
22178,Texas,Dallas,Plano and Walnut Hills,32.879,-96.7004
22210,Texas,San Antonio,9800 Airport Blvd,29.5217,-98.4767
22221,Texas,Austin,3600 Presidential Blvd,30.2093,-97.6529
22230,Texas,Lubbock,6519 University Ave.,33.535,-101.87
22234,Texas,Lubbock,2102 50th Street,33.5491,-101.864
22237,Texas,El Paso,6800 Steffers St.,31.9041,-106.585
22238,Texas,San Antonio,East Hart Ave.,29.3784,-98.494
22256,Texas,Carrizo Springs,705 North 7th Street,28.5273,-99.8599
22263,Texas,Lubbock,1500 45th St.,33.5544,-101.851
22271,Texas,Houston,Bissonnet,29.7116,-95.5392
22298,Texas,Little River Academy,103 S Allison St,30.9886,-97.3671
22325,Texas,San Antonio,1000 Ruiz St,29.4358,-98.5191
22362,Texas,Austin,2711 E CESAR CHAVEZ ST,30.2533,-97.714
22374,Texas,Laredo,4500 San Bernardo Ave.,27.5404,-99.5047
22377,Texas,Houston,9800 Westpark Drive,29.7207,-95.5326
22388,Texas,San Antonio,800 Iowa Street,29.412,-98.4702
22420,Texas,Garland,,32.9248,-96.6258
22429,Texas,Webster,503 El Dorado Blvd,29.5608,-95.1453
22462,Texas,Hamilton,2230 South Hwy 281,31.7106,-98.1325
22466,Texas,Tahoka,,33.1891,-101.824
22469,Texas,Mcallen,5810 South 23rd St.,26.1575,-98.2532
22487,Texas,Dallas,2375 International Pkwy,32.8982,-97.0404
22491,Texas,Amarillo,2800 block of Sanborn St.,35.2183,-101.804
22521,Texas,Corpus Christi,2800 South Port Ave.,27.7715,-97.4203
22523,Texas,Fort Worth,3400 block of Reagan Drive,32.7226,-97.4477
22558,Texas,Duncanville,800 E. Highway 67 ,32.6399,-96.8919
22630,Texas,Austin,5200 E WILLIAM CANNON DR,30.1802,-97.7481
22650,Texas,Tyler,5709 Mustang Trail,32.2866,-95.2574
22660,Texas,Corpus Christi,5400 Williams Dr.,27.7064,-97.3755
22665,Texas,Houston,9400 Country Creek,29.6779,-95.5497
22670,Texas,San Antonio,200 Ridge Drive,29.4659,-98.5809
22689,Texas,Austin,4500 Lareina Dr.,30.2175,-97.7719
22698,Texas,San Antonio,25500 block of Pleasanton Road,29.1493,-98.4974
22699,Texas,Dallas,2375 International Pkwy,32.8982,-97.0404
22702,Texas,Houston,Imperial Valley and Mill Stream,29.9303,-95.4025
22709,Texas,Tyler,2103 Jackson Street,32.3382,-95.325
22713,Texas,Tyler,1909 Sybil Lane,32.3048,-95.2783
22736,Texas,San Antonio,9800 Airport Blvd,29.5217,-98.4767
22740,Texas,Houston,2800 N Terminal Rd,29.9872,-95.3477
22747,Texas,Amarillo,7600 block of Continental Parkway,35.1541,-101.924
22748,Texas,Houston,8000 block of the Gulf Freeway,29.6832,-95.2763
22766,Texas,Austin,739 W. William Cannon Dr.,30.1972,-97.7885
22814,Texas,Houston,2800 N Terminal Rd,29.9872,-95.3477
22922,Texas,Dallas,2375 International Pkwy,32.8982,-97.0404
22943,Texas,Austin,3600 Presidential Blvd,30.2093,-97.6529
22969,Texas,El Paso,McCombs St.,31.9358,-106.408
22981,Texas,Corpus Christi,4900 Kasper St.,27.7275,-97.402
22995,Texas,Houston,8020 block of Carver Rd.,29.8736,-95.4464
23002,Texas,San Antonio,Yucca St. and Wheatley Ave.,29.4095,-98.425
23028,Texas,Queen City,1010 Muldew St.,33.1515,-94.1463
23031,Texas,Odessa,2700 block of East Eighth Street,31.8645,-102.33
23041,Texas,Dallas,8008 Cedar Springs Rd,32.841,-96.8486
23055,Texas,Beaumont,4800 Galveston,30.1247,-94.132
23059,Texas,Lubbock,2902 4th St.,33.5924,-101.879
23063,Texas,Houston,Werner St. at North Freeway,29.9218,-95.4125
23066,Texas,Tyler,11700 CR 1121,32.2993,-95.3592
23086,Texas,Stafford,13300 Venice Circle,29.6278,-95.5417
23090,Texas,Houston,7800 Airport Blvd,29.6578,-95.2767
23098,Texas,Houston,West Little York and Fairbanks N,29.8656,-95.5244
23107,Texas,Cass County,Piney Point Campground,33.0944,-94.3154
23118,Texas,Harris County,1900 block of Rainy River Dr.,29.6464,-95.1903
23137,Texas,Amarillo,2900 block of Southwest Seventh Avenue,35.2103,-101.869
23149,Texas,San Antonio,15700 block of Chase Hill Boulevard,29.5923,-98.6248
23150,Texas,College Station,2412 Texas Ave,30.6073,-96.3093
23168,Texas,Porter,24000 block of East Terrace Drive,30.0977,-95.2556
23193,Texas,Amarillo,2900 SW 7th Ave,35.2103,-101.869
23231,Texas,Henderson,,32.1807,-94.7852
23246,Texas,Corpus Christi,3000 Dante Dr.,27.7124,-97.4293
23266,Texas,Houston,3939 Montrose,29.7375,-95.3911
23289,Texas,Killeen,400 block of West Veterans Memorial Boulevard,31.1185,-97.7342
23297,Texas,Sweetwater,West Broadway,32.4611,-100.428
23342,Texas,Livingston,1620 Highway 59 North,30.6874,-94.7447
23402,Texas,Dallas,8008 Cedar Springs Rd,32.841,-96.8486
23421,Texas,Lubbock,3rd Street and Elkhart Avenue,33.5946,-101.936
23438,Texas,Houston,2800 N Terminal Rd,29.9872,-95.3477
23448,Texas,Alice,Pierce Street,27.7403,-98.0672
23452,Texas,Dallas,4900 block of Wadsworth Drive,32.6998,-96.7612
23457,Texas,Midland,,31.9965,-102.084
23464,Texas,El Paso,6701 Convair Rd,31.799,-106.396
23503,Texas,Henderson County,FM 59,32.1899,-95.8593
23539,Texas,Hughes Springs,2144 CR 2747,33.077,-94.6003
23545,Texas,Corpus Christi,4500 Everhart Rd.,27.7241,-97.3784
23560,Texas,El Paso,6000 block of Sorrento,31.9056,-106.401
23609,Texas,Irving,2625 International Pkwy,32.8881,-97.0374
23666,Texas,San Antonio,1500 N. New Braunfels Ave.,29.437,-98.461
23668,Texas,San Antonio,400 block of H,29.3816,-98.4919
23686,Texas,Harris County,,29.7752,-95.3102
23694,Texas,Cedar Park,,30.5038,-97.8253
23702,Texas,Killeen,6100 block of East Veterans Memorial Boulevard,31.0926,-97.6759
23713,Texas,Midland,,31.9965,-102.084
23765,Texas,Harker Heights,400 Clore Rd.,31.0807,-97.658
23766,Texas,Lubbock,2902 Fourth St,33.5924,-101.879
23768,Texas,Amarillo,1000 block of Hillcrest Street,35.2048,-101.888
23769,Texas,Corpus Christi,2000 Gollihar Rd.,27.7487,-97.4285
23779,Texas,Sanderson,,30.1451,-102.394
23787,Texas,Harris County,8700 Airline,29.8858,-95.3927
23815,Texas,Dallas,,32.7878,-96.7999
23822,Texas,San Antonio,5400 South New Braunfels Ave.,29.372,-98.4613
23850,Texas,South Houston,Louisiana,29.6675,-95.2455
23854,Texas,Amarillo,1000 block of Hillcrest,35.2048,-101.888
23858,Texas,Dallas,Ledbetter Dr. and I-35E,32.6877,-96.8228
23882,Texas,Dallas,5400 block of Preakness Lane,32.7406,-96.9138
23900,Texas,Corpus Christi,6700 South Padre Island Dr.,27.698,-97.3499
23906,Texas,Houston,1000 Fullerton Dr.,29.8148,-95.5734
23991,Texas,San Antonio,100 block of Forrest,29.4023,-98.5037
23997,Texas,Comstock,Highway 90,29.709,-101.293
24007,Texas,Houston,2800 N Terminal Rd,29.9872,-95.3477
24030,Texas,Dallas,7200 block of Marvin D Love Fwy,32.6586,-96.8717
24031,Texas,Houston,6301 Ranchester,29.7099,-95.5454
24053,Texas,Lubbock,3rd and Eklhart,33.5946,-101.936
24059,Texas,El Paso,4800 Gateway Blvd E,31.7769,-106.434
24072,Texas,Fort Worth,1700 Northwest 28th St.,32.7956,-97.3684
24087,Texas,Corpus Christi,3100 Churchill Dr.,27.7631,-97.4156
24102,Texas,Houston,4900 block of W. 34th St.,29.8196,-95.4631
24115,Texas,Harris County,Verde Trails Drive,29.9779,-95.4052
24122,Texas,Houston,2800 N Terminal Rd,29.9872,-95.3477
24129,Texas,Amarillo,8500 E. I-40,35.1922,-101.728
24133,Texas,Corpus Christi,1300 N. Alameda St.,27.8022,-97.4038
24162,Texas,Wise County,County Road 3764,33.0653,-97.5466
24189,Texas,Abilene,Mimosa Drive,32.4726,-99.7621
24237,Texas,San Marcos,300 block of West Hutchinson Street,29.8839,-97.944
24241,Texas,Corpus Christi,4900 Everhart Rd.,27.7179,-97.3822
24258,Texas,Austin,3600 Presidential Blvd,30.2093,-97.6529
24323,Texas,San Antonio,12100 block of Arbor Mesa,29.5575,-98.6484
24342,Texas,Dallas,2900 block of Dilido Road,32.81,-96.6885
24358,Texas,Harris County,8900 block of Barker Cypress Road,29.7812,-95.6932
24364,Texas,Pine Grove,,30.771,-93.8099
24368,Texas,Amarillo,400 block of South Florida St.,35.213,-101.868
24384,Texas,Dallas,,32.7878,-96.7999
24385,Texas,San Antonio,,29.469,-98.5285
24388,Texas,El Paso,6701 North Desert Blvd.,31.8418,-106.57
24396,Texas,Wichita Falls,5500 block of Professional Drive,33.8494,-98.5023
24403,Texas,Harris County,Lauder Road at Chrisman Road,29.9141,-95.3636
24404,Texas,Amarillo,900 block of South Milam St.,35.2072,-101.861
24414,Texas,San Antonio,400 block of Globe,29.454,-98.5782
24440,Texas,Harris County,700 block of Coolidge,29.6868,-95.1082
24451,Texas,San Antonio,15400 block of Mesquite Trail,29.4977,-98.8029
24453,Texas,Dayton,5999 Highway 146,30.0151,-94.9374
24477,Texas,Dallas,8900 block of Senate St.,32.7994,-96.6913
24521,Texas,Harris,4200 block of Amber Lake Drive,29.832,-95.6756
24551,Texas,Austin,2711 E CESAR CHAVEZ ST,30.2533,-97.714
24572,Texas,Mcallen,2500 S Bicentenial Blvd,26.1844,-98.2413
24580,Texas,Austin,2765 E SH 71 WB,30.2672,-97.7431
24581,Texas,Lubbock,7515 Interstate 27,33.6504,-101.836
24588,Texas,Dallas,Corinth and 11th St.,32.7466,-96.7994
24616,Texas,Houston,2800 N Terminal Rd,29.9872,-95.3477
24618,Texas,Tyler,1707 East Front,32.3459,-95.2797
24622,Texas,Fort Worth,5300 block of East Lancaster,32.7398,-97.2408
24626,Texas,Harris County,4200 block of Amber Lake,29.7525,-95.7116
24627,Texas,Dallas,2375 International Pkwy,32.8982,-97.0404
24654,Texas,Laredo,,27.5144,-99.4994
24675,Texas,Stafford,Murphy Rd,29.6371,-95.5651
24693,Texas,Round Rock,Matagorda Dr.,30.533,-97.6561
24697,Texas,Houston,Nichole Woods and Kirby Dr.,29.6219,-95.3994
24713,Texas,Amarillo,3104 E. Amarillo Blvd.,35.2212,-101.802
24716,Texas,Amarillo,5300 block of Tawney Ave.,35.1843,-101.896
24722,Texas,Houston,724 Greens Road,29.9505,-95.399
24736,Texas,Houston,11400 block of Panay,29.6362,-95.3475
24765,Texas,Amarillo,1000 block of Southwest 14th Ave.,35.2279,-101.666
24793,Texas,San Antonio,N Loop 1604 W Access Rd,29.5923,-98.5866
24811,Texas,Houston,1700 Almeda-Genoa,29.6121,-95.3957
24822,Texas,Round Rock,Aransas Cove,30.5341,-97.6552
24895,Texas,Harris County,FM 1960 and Butte Creek Drive,30.0112,-95.4561
24930,Texas,Harris County,Homestead,29.8739,-95.2946
24939,Texas,San Antonio,900 block of Laza St.,29.4389,-98.5221
24942,Texas,El Paso,6701 Convair Rd,31.799,-106.396
24947,Texas,San Antonio,9800 Airport Blvd,29.5217,-98.4767
24952,Texas,Pearland,2900 Whispering Wind,29.56,-95.2647
24956,Texas,Houston,Little York near Airline,29.8636,-95.4397
24978,Texas,Laredo,401 E. Saunders St.,27.5303,-99.4997
24984,Texas,Houston,Rose and Roy,29.7689,-95.4125
24996,Texas,Sugar Land,Wimberly Canyon Drive and Thistlerock,29.577,-95.6841
25007,Texas,Houston,500 block of Trafalgar Drive,29.6182,-95.4645
25034,Texas,Coldspring,Lynn St,30.6229,-95.1241
25054,Texas,Medina County,County Road 570,29.2455,-98.8851
25070,Texas,El Paso,5200 Wren,31.8775,-106.419
25073,Texas,Fort Worth,2900 block of Morrell St.,32.6811,-97.3582
25108,Texas,Houston,2800 N Terminal Rd,29.9872,-95.3477
25113,Texas,Houston,Westheimer,29.7134,-95.6728
25146,Texas,San Antonio,800 block of Sterling Dr,29.4125,-98.4203
25150,Texas,Mauriceville,,30.2069,-93.8749
25152,Texas,Fort Worth,,32.7555,-97.3308
25155,Texas,Dallas,2375 International Pkwy,32.8982,-97.0404
25163,Texas,Orange County,6900 block of Swisher St.,30.2257,-93.874
25171,Texas,Corpus Christi,13900 Northwest Blvd.,27.8568,-97.6397
25240,Texas,El Paso,8901 Diana,31.866,-106.423
25244,Texas,Fort Worth,1800 Portland Ave,32.7725,-97.324
25247,Texas,Dallas,8008 Cedar Springs Rd,32.841,-96.8486
25262,Texas,Dallas,2375 International Pkwy,32.8982,-97.0404
25279,Texas,Houston,South Gessner,29.6941,-95.537
25294,Texas,Baytown,5000 block of Garth Rd.,29.7783,-94.9771
25302,Texas,Harris County,,29.7752,-95.3102
25303,Texas,Grayson County,F.M. 120,33.4214,-96.5772
25305,Texas,Harris County,,29.7752,-95.3102
25310,Texas,Rockport,309 Highway 35 South,28.0251,-97.0588
25314,Texas,Pottsboro,100 block of Lazy Ike Lane,33.7915,-96.7745
